Crosslink.Type,Gene1.order,Gene2.order,Final_annot,Final_annot,Complex1,Complex1.1
Inter,RAB14,RAB33B,Endosome,Lyso,,
Inter,RAB14,RAB39A,Endosome,Endosome,,
Inter,RAB14,RAB4A,Endosome,Endosome,,
Inter,RAB14,RAB5C,Endosome,Endosome,,
Inter,RAB14,RAB7A,Endosome,Endosome,,
Inter,RAB14,RABGEF1,Endosome,Endosome,,
Inter,RAB14,RAP1B,Endosome,Endosome,,
Inter,RAB14,RUFY2,Endosome,Endosome,,
Inter,RAB14,RYR1,Endosome,Other,,
Inter,RAB14,SANBR,Endosome,Other,,
Inter,RAB14,SCAMP2,Endosome,Endosome,,SCAMP1-SCAMP2-SCAMP3 complex
Inter,RAB14,SDAD1,Endosome,Nucleus,,
Inter,RAB14,SECISBP2L,Endosome,Other,,
Inter,RAB14,SLC6A15,Endosome,Other,,
Inter,RAB14,SNX29,Endosome,Other,,
Inter,RAB14,SNX30,Endosome,Endosome,,
Inter,RAB14,SNX8,Endosome,Endosome,,
Inter,RAB14,STX10,Endosome,Endosome,,
Inter,RAB14,STX12,Endosome,Endosome,,SNARE complex
Inter,RAB14,STX6,Endosome,Endosome,,SNARE complex
Inter,RAB14,STX7,Endosome,Endosome,,
Inter,RAB14,TDRD1,Endosome,Other,,
Inter,RAB14,TMCO5B,Endosome,Other,,
Inter,RAB14,TPTE2,Endosome,Other,,
Inter,RAB14,TTN,Endosome,Other,,
Inter,RAB14,U2SURP,Endosome,Nucleus,,
Inter,RAB14,UBC,Endosome,Other,,
Inter,RAB14,VAMP3,Endosome,Endosome,,SNARE complex
Inter,RAB14,VAMP7,Endosome,Endosome,,SNARE complex
Inter,RAB14,VPS45,Endosome,Endosome,,
Inter,RAB14,ZNF615,Endosome,Nucleus,,
Inter,RAB18,ZSCAN5A,Endosome,Nucleus,,
Intra,RAB1A,RAB1A,Endosome,Endosome,,
BN,RAB1A,RAB1B,Endosome,Endosome,,
Intra,RAB1B,RAB1B,Endosome,Endosome,,
Inter,RAB1B,TPD52L2,Endosome,Endosome,,
Inter,RAB1B,UBC,Endosome,Other,,
Intra,RAB21,RAB21,Endosome,Endosome,,
Inter,RAB21,RAB5C,Endosome,Endosome,,
Inter,RAB21,RAB7A,Endosome,Endosome,,
Inter,RAB21,RABGEF1,Endosome,Endosome,,
Inter,RAB21,SSRP1,Endosome,Nucleus,,
Inter,RAB21,UBC,Endosome,Other,,
Inter,RAB21,VAMP3,Endosome,Endosome,,SNARE complex
Inter,RAB21,VPS35,Endosome,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
Intra,RAB22A,RAB22A,Endosome,Endosome,,
Intra,RAB23,RAB23,Endosome,Endosome,,
Inter,RAB26,RAB33B,Other,Lyso,,
Intra,RAB2A,RAB2A,Endosome,Endosome,,
BN,RAB2A,RAB5B,Endosome,Endosome,,
Inter,RAB2A,RAB7A,Endosome,Endosome,,
Inter,RAB2A,UBC,Endosome,Other,,
Inter,RAB2A,VAMP3,Endosome,Endosome,,SNARE complex
Inter,RAB2A,VAMP7,Endosome,Endosome,,SNARE complex
Inter,RAB2B,VAMP7,Other,Endosome,,SNARE complex
Intra,RAB32,RAB32,Other,Other,,
Inter,RAB33B,RAB5C,Lyso,Endosome,,
Inter,RAB33B,RAB8A,Lyso,Endosome,,HOOK2-PCM1-RAB8A complex
Inter,RAB33B,RASGRF1,Lyso,Other,,
Inter,RAB33B,SCAMP3,Lyso,Endosome,,SCAMP1-SCAMP2-SCAMP3 complex
Inter,RAB33B,SNCAIP,Lyso,Other,,
Inter,RAB33B,SNX4,Lyso,Endosome,,
Inter,RAB33B,STX7,Lyso,Endosome,,
Inter,RAB33B,STXBP5,Lyso,Other,,
BN,RAB33B,SYNGR3,Lyso,Other,,
Inter,RAB33B,TIGD7,Lyso,Nucleus,,
Inter,RAB33B,VAMP3,Lyso,Endosome,,SNARE complex
Intra,RAB34,RAB34,Nucleus,Nucleus,,
Intra,RAB35,RAB35,Endosome,Endosome,,
Intra,RAB39A,RAB39A,Endosome,Endosome,,
Inter,RAB39A,RAB8A,Endosome,Endosome,,HOOK2-PCM1-RAB8A complex
Inter,RAB39A,UBC,Endosome,Other,,
Inter,RAB39A,UVRAG,Endosome,Other,,Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex
Inter,RAB39A,VAMP2,Endosome,Endosome,,SNARE complex
Intra,RAB39B,RAB39B,Golgi,Golgi,,
Intra,RAB3A,RAB3A,Other,Other,,
BN,RAB3B,RAB8A,Endosome,Endosome,,HOOK2-PCM1-RAB8A complex
Intra,RAB3D,RAB3D,Other,Other,,
Intra,RAB3GAP1,RAB3GAP1,Other,Other,,
Intra,RAB3GAP2,RAB3GAP2,Other,Other,,
Intra,RAB4A,RAB4A,Endosome,Endosome,,
Inter,RAB4A,RAB5A,Endosome,Endosome,,
Inter,RAB4A,RAB7A,Endosome,Endosome,,
Inter,RAB4A,SFT2D1,Endosome,Other,,
Inter,RAB4A,STX10,Endosome,Endosome,,
Inter,RAB4A,TIMELESS,Endosome,Nucleus,,
Inter,RAB4A,UBC,Endosome,Other,,
Intra,RAB4B,RAB4B,Endosome,Endosome,,
Intra,RAB5A,RAB5A,Endosome,Endosome,,
Inter,RAB5A,RAB5C,Endosome,Endosome,,
BN,RAB5A,RAB9A,Endosome,Endosome,,
Inter,RAB5A,STX7,Endosome,Endosome,,
Inter,RAB5A,UBC,Endosome,Other,,
Inter,RAB5A,VAMP3,Endosome,Endosome,,SNARE complex
Intra,RAB5B,RAB5B,Endosome,Endosome,,
Inter,RAB5B,RAB5C,Endosome,Endosome,,
Inter,RAB5B,STX7,Endosome,Endosome,,
Inter,RAB5B,UBC,Endosome,Other,,
Inter,RAB5B,VAMP3,Endosome,Endosome,,SNARE complex
Intra,RAB5C,RAB5C,Endosome,Endosome,,
Inter,RAB5C,RAB7A,Endosome,Endosome,,
Inter,RAB5C,RGS5,Endosome,Other,,
Inter,RAB5C,STX12,Endosome,Endosome,,SNARE complex
Inter,RAB5C,STX7,Endosome,Endosome,,
Inter,RAB5C,UBC,Endosome,Other,,
Inter,RAB5C,VAMP3,Endosome,Endosome,,SNARE complex
Intra,RAB6A,RAB6A,Endosome,Endosome,,
BN,RAB6A,RAB6B,Endosome,Golgi,,
BN,RAB6A,SPRYD7,Endosome,Other,,
BN,RAB6B,SPRYD7,Golgi,Other,,
Intra,RAB7A,RAB7A,Endosome,Endosome,,
Inter,RAB7A,SMG1,Endosome,Other,,
Inter,RAB7A,SNAPIN,Endosome,Endosome,,BORC complex
Inter,RAB7A,STX7,Endosome,Endosome,,
Inter,RAB7A,TIMELESS,Endosome,Nucleus,,
Inter,RAB7A,UBC,Endosome,Other,,
Inter,RAB7A,VAMP7,Endosome,Endosome,,SNARE complex
Inter,RAB7A,VPS29,Endosome,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
Inter,RAB7A,VPS35,Endosome,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
Inter,RAB7A,VPS45,Endosome,Endosome,,
Inter,RAB7A,ZNF106,Endosome,Nucleus,,
Inter,RAB7B,ZRSR2P1,Endosome,Nucleus,,
Intra,RAB8A,RAB8A,Endosome,Endosome,HOOK2-PCM1-RAB8A complex,HOOK2-PCM1-RAB8A complex
Inter,RAB8A,RAB8B,Endosome,Endosome,HOOK2-PCM1-RAB8A complex,
Inter,RAB8A,SYTL4,Endosome,Other,HOOK2-PCM1-RAB8A complex,
Intra,RAB8B,RAB8B,Endosome,Endosome,,
Intra,RAB9A,RAB9A,Endosome,Endosome,,
BN,RAB9B,VAPB,Endosome,Endosome,,
Intra,RABEP1,RABEP1,Endosome,Endosome,,
Intra,RABEP2,RABEP2,Endosome,Endosome,,
BN,RABEP2,RICTOR,Endosome,Other,,mTORC2 complex
Inter,RABEP2,RPS6KB2,Endosome,Other,,
Inter,RABEP2,TMEM230,Endosome,Golgi,,
Inter,RABEP2,UBC,Endosome,Other,,
Intra,RABGAP1,RABGAP1,Other,Other,,
Inter,RABGAP1,TRMT1,Other,Mito,,
Intra,RABGEF1,RABGEF1,Endosome,Endosome,,
Inter,RABGEF1,UBC,Endosome,Other,,
Inter,RABGEF1,UBR4,Endosome,Other,,
Intra,RABL3,RABL3,Other,Other,,
Intra,RAC1,RAC1,Endosome,Endosome,,
Inter,RAC1,UBC,Endosome,Other,,
Intra,RAC3,RAC3,Other,Other,,
Intra,RACGAP1,RACGAP1,Other,Other,,
Intra,RAD21,RAD21,Other,Other,,
Intra,RAD50,RAD50,Nucleus,Nucleus,,
Inter,RAD50,RPL28,Nucleus,Other,,"Ribosome, cytoplasmic"
Inter,RAD54L2,ROCK1,Nucleus,Other,,
Intra,RAI14,RAI14,Other,Other,,
Intra,RALA,RALA,Other,Other,,
Inter,RALA,RRBP1,Other,Other,,
BN,RALA,SLC9A3R2,Other,Other,,
Inter,RALA,ST3GAL4,Other,Golgi,,
Inter,RALA,TFDP2,Other,Nucleus,,
Inter,RALA,THBS3,Other,Other,,
Inter,RALA,TSBP1,Other,Other,,
Intra,RALB,RALB,Other,Other,,
Intra,RALBP1,RALBP1,Other,Other,,
Inter,RALBP1,RANBP2,Other,Other,,
Inter,RALBP1,REPS1,Other,Lyso,,
Intra,RALGAPA1,RALGAPA1,Other,Other,,
Inter,RALGAPA1,WDR83,Other,Other,,
Inter,RALGAPA2,TAX1BP1,Other,Endosome,,
Inter,RALGAPA2,UNK,Other,Other,,
Inter,RALGAPA2,USP47,Other,Other,,
Inter,RALGDS,TMEM269,Other,Other,,
Intra,RALY,RALY,Nucleus,Nucleus,,
Inter,RALY,RALYL,Nucleus,Other,,
Intra,RAN,RAN,Other,Other,,
Inter,RAN,RANBP2,Other,Other,,
Intra,RANBP1,RANBP1,Other,Other,,
Intra,RANBP2,RANBP2,Other,Other,,
Inter,RANBP2,RBBP7,Other,Nucleus,,
Intra,RANBP9,RANBP9,Other,Other,,
Intra,RANGAP1,RANGAP1,Other,Other,,
Intra,RAP1A,RAP1A,Endosome,Endosome,,
Intra,RAP1B,RAP1B,Endosome,Endosome,,
BN,RAP2A,RAP2B,Other,Other,,
BN,RAP2C,RHOT2,Other,Mito,,
Inter,RAPH1,RPL36AL,Other,Other,,
Intra,RASA3,RASA3,Other,Other,,
BN,RASA3,SLC17A5,Other,Lyso,,
Inter,RASA3,SMARCD3,Other,Nucleus,,
Intra,RBBP4,RBBP4,Nucleus,Nucleus,,
Inter,RBBP4,RBBP7,Nucleus,Nucleus,,
Intra,RBBP6,RBBP6,Other,Other,,
Inter,RBBP6,STX12,Other,Endosome,,SNARE complex
Inter,RBBP6,UBC,Other,Other,,
Inter,RBBP6,VTI1B,Other,Endosome,,SNARE complex
Inter,RBBP6,ZMYM6,Other,Nucleus,,
Intra,RBBP7,RBBP7,Nucleus,Nucleus,,
Inter,RBBP7,SIN3A,Nucleus,Nucleus,,
Inter,RBBP7,SLC4A3,Nucleus,Other,,
Inter,RBBP7,SNX6,Nucleus,Endosome,,
Inter,RBBP7,SSRP1,Nucleus,Nucleus,,
Inter,RBBP7,UBA5,Nucleus,Other,,
Inter,RBBP7,ZBTB7A,Nucleus,Nucleus,,
Inter,RBBP7,ZNF600,Nucleus,Nucleus,,
Inter,RBL2,YEATS2,Nucleus,Nucleus,,
Intra,RBM10,RBM10,Nucleus,Nucleus,,
Inter,RBM10,RPL7A,Nucleus,Other,,"Ribosome, cytoplasmic"
BN,RBM10,TFRC,Nucleus,Endosome,,
BN,RBM10,ZDHHC5,Nucleus,Other,,
Intra,RBM15,RBM15,Nucleus,Nucleus,,
Intra,RBM17,RBM17,Nucleus,Nucleus,,
Inter,RBM17,U2SURP,Nucleus,Nucleus,,
Intra,RBM22,RBM22,Other,Other,,
Intra,RBM25,RBM25,Other,Other,,
Inter,RBM25,UBN1,Other,Nucleus,,
Intra,RBM39,RBM39,Nucleus,Nucleus,,
Intra,RBM7,RBM7,Nucleus,Nucleus,,
Intra,RBMX,RBMX,Nucleus,Nucleus,,
Inter,RBMX,THOC3,Nucleus,Nucleus,,
Intra,RBSN,RBSN,Endosome,Endosome,,
Inter,RBSN,TLN1,Endosome,Other,,
Inter,RBSN,TOP1,Endosome,Nucleus,,
Intra,RBX1,RBX1,Other,Other,,
Intra,RCN1,RCN1,Other,Other,,
Intra,RCN2,RCN2,Other,Other,,
Intra,RCOR3,RCOR3,Nucleus,Nucleus,,
Intra,RDH11,RDH11,Other,Other,,
Intra,RDX,RDX,Other,Other,,
Inter,RDX,TET2,Other,Nucleus,,
Intra,REEP5,REEP5,Endosome,Endosome,,
Inter,REEP5,SH2D7,Endosome,Other,,
Inter,REEP5,VPS53,Endosome,Golgi,,
BN,REEP6,SLC35A1,Other,Golgi,,
Intra,REPS1,REPS1,Lyso,Lyso,,
Intra,RFC1,RFC1,Nucleus,Nucleus,,
Intra,RFC2,RFC2,Nucleus,Nucleus,,
Intra,RFC3,RFC3,Nucleus,Nucleus,,
Intra,RFC4,RFC4,Nucleus,Nucleus,,
Inter,RFC4,RFC5,Nucleus,Nucleus,,
Inter,RGP1,SNRNP200,Other,Nucleus,,
Inter,RGS18,RPL7A,Other,Other,,"Ribosome, cytoplasmic"
Inter,RGS18,TRIM9,Other,Other,,
Inter,RGS22,ZNF335,Other,Nucleus,,
Inter,RGS5,RPL37A,Other,Other,,"Ribosome, cytoplasmic"
Intra,RHOA,RHOA,Other,Other,,
Intra,RHOB,RHOB,Endosome,Endosome,,
Intra,RHOC,RHOC,Other,Other,,
Intra,RHOG,RHOG,Other,Other,,
Inter,RHOT1,SMC5,Mito,Nucleus,,
Inter,RHOT1,TACC3,Mito,Other,,
Inter,RHOT1,TPTE,Mito,Other,,
Inter,RHOT1,USP50,Mito,Other,,
Intra,RICTOR,RICTOR,Other,Other,mTORC2 complex,mTORC2 complex
Intra,RIF1,RIF1,Other,Other,,
Inter,RIF1,TPR,Other,Other,,
Inter,RIMBP2,SMC4,Other,Other,,Condensin I complex
Intra,RINT1,RINT1,Other,Other,,
Inter,RIOK1,RUVBL2,Other,Other,,
BN,RIOK1,SLC29A4,Other,Other,,
Inter,RIPK4,USP9X,Other,Other,,
Inter,RMDN2,RPS15,Other,Other,,
Intra,RNASET2,RNASET2,Lyso,Lyso,,
Intra,RNF11,RNF11,Endosome,Endosome,,
Inter,RNF11,UBC,Endosome,Other,,
Intra,RNF123,RNF123,Other,Other,,
Intra,RNF13,RNF13,Lyso,Lyso,,
Inter,RNF13,UBC,Lyso,Other,,
Intra,RNF167,RNF167,Lyso,Lyso,,
Inter,RNF17,THOC2,Other,Nucleus,,
Inter,RNF25,SARNP,Other,Nucleus,,
Intra,RNF5,RNF5,Other,Other,,
Inter,RNMT,RPL5,Nucleus,Other,,
Intra,RNPS1,RNPS1,Other,Other,,
Intra,ROBO1,ROBO1,Other,Other,,
BN,ROBO2,SLC4A10,Other,Other,,
BN,ROBO2,SLC4A7,Other,Other,,
BN,ROBO2,SLMAP,Other,Other,,
BN,ROBO2,TXK,Other,Other,,
Intra,ROCK1,ROCK1,Other,Other,,
Inter,ROCK1,RTKN2,Other,Other,,
BN,RP2,TMX3,Other,Other,,
Intra,RPA1,RPA1,Nucleus,Nucleus,,
Intra,RPA2,RPA2,Nucleus,Nucleus,,
Intra,RPAP3,RPAP3,Other,Other,,
Inter,RPAP3,SPHKAP,Other,Mito,,
Inter,RPGRIP1,SLC2A1,Other,Endosome,,
BN,RPIA,SLC19A3,Mito,Other,,
BN,RPIA,WARS2,Mito,Mito,,
Intra,RPL10,RPL10,Other,Other,,
Inter,RPL10,RPL27,Other,Other,,
Intra,RPL10A,RPL10A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL10A,RPS3A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL10A,SLC23A2,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL10A,SMAD3,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL10A,UNC45A,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL10A,ZFP28,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPL11,RPL11,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL11,SYCP2L,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPL12,RPL12,Endosome,Endosome,,
Inter,RPL12,ZCWPW1,Endosome,Nucleus,,
Intra,RPL13,RPL13,Other,Other,,
Inter,RPL13,RPL36,Other,Other,,"Ribosome, cytoplasmic"
Inter,RPL13,RPS11,Other,Other,,"Ribosome, cytoplasmic"
Intra,RPL13A,RPL13A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL13A,RPL14,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL13A,RPL18A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL13A,RPL35A,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL14,RPL14,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL14,RPL4,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL14,SPATA31E1,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL14,TTI1,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL17,RPL17,Other,Other,,
Inter,RPL17,RPS27A,Other,Other,,
Inter,RPL17,TRO,Other,Other,,
Intra,RPL18,RPL18,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL18,RPL4,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL18,TBC1D20,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL18A,RPL18A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL18A,RPL35A,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL18A,RPL4,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL18A,RPL7,Other,Endosome,"Ribosome, cytoplasmic",
Intra,RPL19,RPL19,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL19,TOP1MT,Other,Mito,"Ribosome, cytoplasmic",
Inter,RPL19,TRO,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL21,RPL21,Other,Other,,
Intra,RPL22,RPL22,Other,Other,,
Intra,RPL22L1,RPL22L1,Other,Other,,
Intra,RPL23,RPL23,Other,Other,,
Inter,RPL23,SPSB2,Other,Other,,
Intra,RPL23A,RPL23A,Other,Other,,
Intra,RPL24,RPL24,Other,Other,,
Inter,RPL24,ZC3H12A,Other,Other,,
Intra,RPL26,RPL26,Other,Other,,
Intra,RPL27,RPL27,Other,Other,,
Inter,RPL27,RPL34,Other,Other,,
Intra,RPL27A,RPL27A,Other,Other,,
Intra,RPL28,RPL28,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL28,RPL32,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL28,RPL4,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPL29,RPL29,Other,Other,,
Inter,RPL29,TOP2A,Other,Other,,
Intra,RPL3,RPL3,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPL30,RPL30,Other,Other,,
Inter,RPL30,RPL34,Other,Other,,
Intra,RPL31,RPL31,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL31,UTRN,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL32,RPL32,Other,Other,,
Inter,RPL32,TEKT2,Other,Other,,
Intra,RPL34,RPL34,Other,Other,,
Intra,RPL35,RPL35,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL35,SAP130,Other,Nucleus,"Ribosome, cytoplasmic",
Inter,RPL35,SIN3B,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPL35A,RPL35A,Other,Other,,
Inter,RPL35A,RPL6,Other,Other,,
Intra,RPL36,RPL36,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL36,RPL7A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL36,RPS11,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL36,SPECC1L,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL36AL,RPL36AL,Other,Other,,
Intra,RPL37,RPL37,Other,Other,,
Intra,RPL37A,RPL37A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL37A,RPL8,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPL38,RPL38,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL38,SART1,Other,Nucleus,"Ribosome, cytoplasmic",
Inter,RPL38,TNIP1,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL38,TTN,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL38,ZBTB47,Other,Nucleus,"Ribosome, cytoplasmic",
Inter,RPL38,ZNF622,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL39,RPL39,Other,Other,,
Inter,RPL39,TAF4B,Other,Other,,
Intra,RPL4,RPL4,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL4,SCG5,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL4,TMEM9,Other,Endosome,"Ribosome, cytoplasmic",
Intra,RPL5,RPL5,Other,Other,,
Intra,RPL6,RPL6,Other,Other,,
Inter,RPL6,SIX6OS1,Other,Nucleus,,
Inter,RPL6,TM6SF1,Other,Lyso,,
Inter,RPL6,TMA16,Other,Nucleus,,
Intra,RPL7,RPL7,Endosome,Endosome,,
Intra,RPL7A,RPL7A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL7A,SYNE2,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL7A,THBS2,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL7A,VWA3B,Other,Other,"Ribosome, cytoplasmic",
Inter,RPL7A,ZNF675,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPL8,RPL8,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPL8,SAFB2,Other,Other,"Ribosome, cytoplasmic",
Intra,RPL9; RPL9P7; RPL9P8; RPL9P9,RPL9; RPL9P7; RPL9P8; RPL9P9,Other,Other,,
Intra,RPN1,RPN1,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),Oligosaccharyltransferase complex (Stt3A variant)
BN,RPN1,RPN2,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),Oligosaccharyltransferase complex (Stt3A variant)
BN,RPN1,RUFY1,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),
BN,RPN1,RUFY2,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),
Inter,RPN1,STAB1,Endosome,Other,Oligosaccharyltransferase complex (Stt3A variant),
Inter,RPN1,STT3A,Endosome,Other,Oligosaccharyltransferase complex (Stt3A variant),Oligosaccharyltransferase complex (Stt3A variant)
Inter,RPN1,STT3B,Endosome,Other,Oligosaccharyltransferase complex (Stt3A variant),
Inter,RPN1,TECR,Endosome,Other,Oligosaccharyltransferase complex (Stt3A variant),
BN,RPN2,RUFY1,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),
BN,RPN2,RUFY2,Endosome,Endosome,Oligosaccharyltransferase complex (Stt3A variant),
BN,RPN2,STT3A,Endosome,Other,Oligosaccharyltransferase complex (Stt3A variant),Oligosaccharyltransferase complex (Stt3A variant)
Intra,RPS10,RPS10,Other,Other,,
Intra,RPS11,RPS11,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS11,STARD3,Other,Endosome,"Ribosome, cytoplasmic",
Inter,RPS11,WDR87,Other,Other,"Ribosome, cytoplasmic",
Inter,RPS11,ZNF407,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPS12,RPS12,Nucleus,Nucleus,,
Inter,RPS12,TACC2,Nucleus,Other,,
Inter,RPS12,ZBTB11,Nucleus,Nucleus,,
Intra,RPS13,RPS13,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPS14,RPS14,Endosome,Endosome,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS14,RPS3A,Endosome,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS14,TTC19,Endosome,Mito,"Ribosome, cytoplasmic",
Intra,RPS15A,RPS15A,Other,Other,,
Intra,RPS16,RPS16,Other,Other,,
Intra,RPS17,RPS17,Other,Other,,
Intra,RPS18,RPS18,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPS19,RPS19,Other,Other,,
Intra,RPS2,RPS2,Other,Other,,
Intra,RPS20,RPS20,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPS21,RPS21,Other,Other,,
Intra,RPS23,RPS23,Other,Other,,
Inter,RPS23,UBR5,Other,Nucleus,,
Inter,RPS23,WSCD2,Other,Other,,
Intra,RPS24,RPS24,Other,Other,,
Intra,RPS25,RPS25,Other,Other,,
Intra,RPS27A,RPS27A,Other,Other,,
Intra,RPS28,RPS28,Other,Other,,
Intra,RPS29,RPS29,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS29,RPS3,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Intra,RPS3,RPS3,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
BN,RPS3,VAMP7,Other,Endosome,"Ribosome, cytoplasmic",SNARE complex
Intra,RPS3A,RPS3A,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS3A,SPIDR,Other,Nucleus,"Ribosome, cytoplasmic",
Inter,RPS3A,TOMM20,Other,Mito,"Ribosome, cytoplasmic","TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial"
Inter,RPS3A,TXN2,Other,Mito,"Ribosome, cytoplasmic",
Inter,RPS3A,USP1,Other,Nucleus,"Ribosome, cytoplasmic",
Intra,RPS4X,RPS4X,Other,Other,,
Inter,RPS4X,WBP4,Other,Nucleus,,
Intra,RPS5,RPS5,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS5,SCRN3,Other,Other,"Ribosome, cytoplasmic",
Intra,RPS6,RPS6,Other,Other,"Ribosome, cytoplasmic","Ribosome, cytoplasmic"
Inter,RPS6,TPR,Other,Other,"Ribosome, cytoplasmic",
Inter,RPS6,WAPL,Other,Other,"Ribosome, cytoplasmic",
BN,RPS6KA2,TMEM237,Other,Other,,
Inter,RPS6KA2,USP42,Other,Other,,
Intra,RPS6KC1,RPS6KC1,Other,Other,,
Intra,RPS7,RPS7,Other,Other,,
Inter,RPS7,TBC1D7,Other,Other,,
Inter,RPS7,TMTC3,Other,Other,,
Intra,RPS8,RPS8,Other,Other,,
Inter,RPS8,SAT2,Other,Other,,
Intra,RPS9,RPS9,Other,Other,,
Inter,RPS9,XRCC4,Other,Other,,
Intra,RPSA2,RPSA2,Other,Other,,
Intra,RRAGA,RRAGA,Lyso,Lyso,,
Inter,RRAGA,RRAGC,Lyso,Lyso,,
Intra,RRAGB,RRAGB,Lyso,Lyso,,
Intra,RRAGC,RRAGC,Lyso,Lyso,,
Inter,RRAS2,TRIP12,Other,Nucleus,,
